方法	行数	请求数	读比率	偏锋率	事务数	线程数	运行时间	总提交事务	总运行事务	提交速率(M/s)	提交成功比率(M/s)	CLWB使用总量(M)	SFENCE使用总量(M)	持久总量(GB)	CLWB速率(M/s)	SFENCE速率(M/s)	持久速率(GB/s)	内存使用量(GB)	持久内存使用量(GB)
mmdb	128.0	16.0													
mmdb	16.0	16.0													
mmdb	1.0	16.0	0.68	1580896.0	1625791.0	2.3248470588235293	0.9723857494598014	92.593	46.015	3.274	136.16617647058823	67.66911764705883	4.814705882352941	0.01	0.22
wbl	128.0	16.0													
wbl	16.0	16.0													
wbl	1.0	16.0	0.686	1580086.0	1625113.0	2.3033323615160346	0.9722930036249787	92.569	46.008	3.273	134.94023323615158	67.067055393586	4.771137026239066	0.01	0.22
zen	128.0	16.0													
zen	16.0	16.0													
zen	1.0	16.0	0.685	1580095.0	1625246.0	2.30670802919708	0.9722189748505765	92.567	46.007	3.273	135.13430656934304	67.16350364963503	4.778102189781022	0.01	0.22
